Player Name,Player ID,Date,Team,OPP,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,IBB,SO,NP-S,AVG,WHIP,GO/AO
tony gonsolin,664062,Jun 25,LAD,vs HOU,0,0,3.30,1,1,0,0,0,0,5.0,5,4,4,2,0,1,0,3,61-40,.177,1.03,0.76
tony gonsolin,664062,Jul 2,LAD,@ KC,0,1,3.69,1,1,0,0,0,0,3.2,6,4,4,0,1,3,0,3,81-49,.192,1.11,0.82
tony gonsolin,664062,Jul 7,LAD,vs LAA,1,0,3.86,1,1,0,0,0,0,6.2,7,4,4,2,0,1,0,5,77-54,.200,1.12,0.84
tony gonsolin,664062,Jul 15,LAD,@ NYM,0,0,3.72,1,1,0,0,0,0,5.0,2,1,1,1,0,1,0,3,54-33,.196,1.09,0.83
tony gonsolin,664062,Jul 21,LAD,@ TEX,0,0,3.94,1,1,0,0,0,0,5.0,2,4,4,1,0,3,0,6,92-56,.194,1.08,0.80
tony gonsolin,664062,Jul 26,LAD,vs TOR,0,1,4.25,1,1,0,0,0,0,5.0,7,5,5,1,1,3,0,5,109-65,.204,1.14,0.80
tony gonsolin,664062,Aug 2,LAD,vs OAK,1,0,4.11,1,1,0,0,0,0,5.0,5,1,1,1,0,2,0,3,84-54,.208,1.15,0.75
tony gonsolin,664062,Aug 7,LAD,@ SD,1,0,4.42,1,1,0,0,0,0,6.0,9,6,6,1,0,1,0,3,84-56,.219,1.19,0.75
tony gonsolin,664062,Aug 12,LAD,vs COL,1,0,4.24,1,1,0,0,0,0,6.0,3,1,1,1,0,0,0,6,91-65,.215,1.14,0.72
matt manning,666159,Apr 4,DET,@ HOU,1,0,3.18,1,1,0,0,0,0,5.2,6,2,2,1,0,2,0,4,89-54,.286,1.41,0.57
matt manning,666159,Apr 11,DET,@ TOR,0,1,4.63,1,1,0,0,0,0,6.0,6,4,4,3,0,1,0,3,85-58,.267,1.29,0.44
matt manning,666159,Jun 27,DET,@ TEX,0,0,4.15,1,1,0,0,0,0,5.2,3,2,2,0,1,4,0,4,84-47,.238,1.27,0.58
matt manning,666159,Jul 2,DET,@ COL,1,0,4.84,1,1,0,0,0,0,5.0,5,4,4,0,2,0,0,4,96-69,.247,1.21,0.56
matt manning,666159,Jul 8,DET,vs TOR,1,0,3.72,1,1,0,0,0,0,6.2,0,0,0,0,1,3,0,5,91-57,.200,1.03,0.60
matt manning,666159,Jul 17,DET,@ KC,0,0,3.38,1,1,0,0,0,0,5.2,4,2,1,0,0,0,0,3,81-56,.200,0.98,0.60
matt manning,666159,Jul 22,DET,vs SD,0,0,3.19,1,1,0,0,0,0,2.0,1,0,0,0,0,2,0,2,32-19,.198,1.01,0.63
matt manning,666159,Jul 27,DET,vs LAA,0,1,4.32,1,1,0,0,0,0,5.0,7,7,7,3,0,1,0,5,87-64,.215,1.08,0.65
matt manning,666159,Aug 1,DET,@ PIT,0,1,4.53,1,1,0,0,0,0,6.0,8,4,4,1,0,0,0,6,85-62,.230,1.11,0.66
matt manning,666159,Aug 6,DET,vs TB,0,1,5.06,1,1,0,0,0,0,5.2,9,8,6,2,1,1,0,3,93-62,.244,1.18,0.66
matt manning,666159,Aug 12,DET,@ BOS,1,0,4.60,1,1,0,0,0,0,5.1,2,1,0,0,0,3,0,1,90-58,.233,1.16,0.62
matt manning,666159,Aug 19,DET,@ CLE,1,0,4.31,1,1,0,0,0,0,6.0,5,2,1,1,0,1,0,2,87-54,.231,1.14,0.71
matt manning,666159,Aug 25,DET,vs HOU,0,0,3.93,1,1,0,0,0,0,6.1,1,1,0,0,0,0,0,3,80-54,.218,1.06,0.71
matt manning,666159,Aug 31,DET,vs NYY,0,0,3.62,1,1,0,0,0,0,6.0,2,0,0,0,0,2,0,4,81-50,.211,1.03,0.75
jackson kowar,663804,May 19,KC,@ CWS,0,0,0.00,1,0,0,0,0,0,2.1,0,0,0,0,0,2,0,3,38-23,.000,0.86,1.00
jackson kowar,663804,Jun 3,KC,vs COL,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,2,23-15,.071,0.69,0.60
jackson kowar,663804,Jun 6,KC,@ MIA,0,0,1.35,1,0,0,0,0,0,2.1,2,1,1,0,0,2,0,3,44-25,.130,1.05,0.50
jackson kowar,663804,Jun 11,KC,@ BAL,0,0,4.70,1,0,0,0,0,0,1.0,2,3,3,1,0,1,0,1,28-15,.179,1.30,0.56
jackson kowar,663804,Jun 13,KC,vs CIN,0,0,4.15,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,20-11,.161,1.27,0.60
jackson kowar,663804,Jun 17,KC,vs LAA,0,0,4.66,1,0,0,0,0,0,1.0,1,1,1,0,0,1,0,1,24-14,.171,1.34,0.50
jackson kowar,663804,Jun 21,KC,@ DET,0,0,4.22,1,0,0,0,0,0,1.0,4,4,0,0,1,0,0,1,31-22,.233,1.59,0.62
jackson kowar,663804,Jun 23,KC,@ TB,0,0,6.17,1,0,0,0,0,0,1.0,5,3,3,0,0,0,0,2,28-19,.294,1.89,0.57
jackson kowar,663804,Aug 17,KC,vs SEA,0,0,5.54,1,0,0,0,0,0,1.1,1,0,0,0,0,1,0,3,35-24,.291,1.85,0.57
jackson kowar,663804,Aug 19,KC,@ CHC,0,0,5.14,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,10-7,.276,1.71,0.67
jackson kowar,663804,Aug 23,KC,@ OAK,0,0,5.02,1,0,0,0,0,0,0.1,0,0,0,0,0,3,0,0,21-7,.271,1.88,0.73
jackson kowar,663804,Aug 26,KC,@ SEA,0,0,6.61,1,0,0,0,0,0,2.0,3,4,4,1,0,3,0,1,44-25,.279,2.02,0.94
jackson kowar,663804,Aug 28,KC,vs PIT,0,0,6.75,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,1,16-10,.292,2.02,1.00
jackson kowar,663804,Aug 30,KC,vs PIT,0,0,6.38,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,10-7,.280,1.91,1.00
jackson kowar,663804,Sep 2,KC,vs BOS,0,0,6.20,1,0,0,0,0,0,2.0,3,1,1,0,0,1,0,2,37-22,.286,1.92,1.24
jackson kowar,663804,Sep 5,KC,vs CWS,1,0,5.91,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,12-7,.276,1.83,1.22
jackson kowar,663804,Sep 10,KC,@ TOR,0,0,5.73,1,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,17-11,.286,1.86,1.33
jackson kowar,663804,Sep 12,KC,@ CWS,0,0,5.32,1,0,0,0,0,0,1.2,0,0,0,0,0,1,0,2,23-16,.271,1.77,1.14
jackson kowar,663804,Sep 17,KC,vs HOU,0,0,5.11,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,11-6,.263,1.70,1.14
jackson kowar,663804,Sep 18,KC,vs CLE,1,0,4.91,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,2,15-9,.262,1.68,1.18
jackson kowar,663804,Sep 22,KC,@ HOU,0,0,5.88,1,0,0,0,0,0,0.1,3,3,3,1,0,1,0,0,18-10,.280,1.81,1.13
jackson kowar,663804,Sep 26,KC,@ DET,0,0,6.15,1,0,0,0,0,0,0.1,2,1,1,0,0,1,0,0,17-9,.294,1.90,1.13
camilo doval,666808,Apr 1,SF,@ NYY,0,0,9.00,1,0,0,0,1,1,1.0,2,1,1,0,0,2,0,1,24-12,.500,4.00,1.00
camilo doval,666808,Apr 7,SF,vs KC,0,0,4.50,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,14-11,.286,2.00,2.00
camilo doval,666808,Apr 8,SF,vs KC,0,1,6.00,1,0,0,0,0,0,1.0,1,1,1,0,0,0,0,1,14-10,.273,1.67,1.50
camilo doval,666808,Apr 11,SF,vs LAD,0,0,4.50,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,22-10,.214,1.50,2.00
camilo doval,666808,Apr 14,SF,@ DET,0,1,3.18,1,0,0,0,0,0,1.2,1,3,0,1,0,0,0,3,21-13,.200,1.24,3.50
camilo doval,666808,Apr 19,SF,@ MIA,1,0,2.57,1,0,0,0,0,0,1.1,0,0,0,0,0,2,2,2,17-11,.167,1.29,1.75
camilo doval,666808,Apr 22,SF,vs NYM,0,0,3.38,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,1,23-17,.207,1.38,2.25
camilo doval,666808,Apr 23,SF,vs NYM,0,0,3.00,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,2,9-7,.188,1.22,2.50
camilo doval,666808,Apr 25,SF,vs STL,0,0,2.79,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,1,12-7,.200,1.24,2.75
camilo doval,666808,Apr 26,SF,vs STL,0,0,2.61,1,0,0,0,1,1,0.2,0,0,0,0,0,1,0,0,6-2,.194,1.26,3.00
camilo doval,666808,Apr 30,SF,@ SD,0,0,3.27,1,0,0,0,0,1,0.2,2,1,1,0,0,0,0,1,17-11,.225,1.36,2.40
camilo doval,666808,May 2,SF,@ HOU,0,0,3.00,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,1,15-9,.209,1.25,2.80
camilo doval,666808,May 3,SF,@ HOU,0,0,2.77,1,0,0,0,1,1,1.0,0,0,0,0,0,1,0,1,16-9,.196,1.23,3.20
camilo doval,666808,May 5,SF,vs MIL,0,0,2.57,1,0,0,0,1,1,1.0,0,0,0,0,0,1,0,2,17-9,.184,1.21,3.40
camilo doval,666808,May 6,SF,vs MIL,0,0,2.45,1,0,0,0,1,1,0.2,0,0,0,0,0,0,0,0,5-3,.176,1.16,2.43
camilo doval,666808,May 9,SF,vs WSH,0,0,2.30,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,2,13-10,.167,1.09,2.57
camilo doval,666808,May 11,SF,@ AZ,0,0,2.20,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,2,9-6,.161,1.04,2.57
camilo doval,666808,May 15,SF,vs PHI,0,0,2.04,1,0,0,0,1,1,1.1,0,0,0,0,0,1,0,2,25-14,.150,1.02,2.00
camilo doval,666808,May 16,SF,vs PHI,0,0,2.41,1,0,0,0,1,1,1.0,1,1,1,1,0,0,0,2,14-12,.156,1.02,1.80
camilo doval,666808,May 17,SF,vs PHI,0,0,2.29,1,0,0,0,1,1,1.0,1,0,0,0,1,1,0,1,22-11,.162,1.07,1.50
camilo doval,666808,May 20,SF,vs MIA,0,0,2.18,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,23-13,.153,1.02,1.67
camilo doval,666808,May 21,SF,vs MIA,0,0,2.08,1,0,0,0,1,1,1.0,2,1,0,0,0,0,0,1,20-10,.169,1.06,1.43
camilo doval,666808,May 23,SF,@ MIN,0,0,1.99,1,0,0,0,1,1,1.0,0,0,0,0,1,0,0,3,19-11,.163,1.01,1.43
camilo doval,666808,May 27,SF,@ MIL,0,0,1.90,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,1,29-21,.167,1.01,1.57
camilo doval,666808,May 31,SF,vs PIT,0,0,2.19,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,3,19-15,.180,1.05,1.57
camilo doval,666808,Jun 3,SF,vs BAL,0,0,2.10,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,12-10,.174,1.01,1.71
camilo doval,666808,Jun 7,SF,@ COL,0,0,2.03,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,1,12-9,.168,0.98,1.86
camilo doval,666808,Jun 8,SF,@ COL,0,0,1.95,1,0,0,0,1,1,1.0,0,0,0,0,1,0,0,1,12-8,.163,0.94,1.80
camilo doval,666808,Jun 12,SF,@ STL,0,0,1.86,1,0,0,0,1,1,1.1,1,0,0,0,1,2,0,0,27-13,.167,1.00,1.81
camilo doval,666808,Jun 14,SF,@ STL,0,0,1.80,1,0,0,0,1,1,1.0,0,0,0,0,0,1,0,2,22-13,.162,1.00,1.71
camilo doval,666808,Jun 16,SF,@ LAD,0,0,2.03,1,0,0,0,0,1,1.0,3,1,1,0,0,1,0,1,16-11,.182,1.10,1.61
camilo doval,666808,Jun 18,SF,@ LAD,0,0,1.99,1,0,0,0,1,1,0.2,0,0,0,0,1,0,0,1,10-8,.179,1.07,1.53
camilo doval,666808,Jun 19,SF,vs SD,1,0,1.93,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1,20-14,.174,1.07,1.50
camilo doval,666808,Jun 21,SF,vs SD,0,0,1.87,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,2,17-12,.176,1.07,1.43
camilo doval,666808,Jun 23,SF,vs AZ,0,0,1.82,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,11-9,.172,1.04,1.57
camilo doval,666808,Jun 24,SF,vs AZ,0,0,2.02,1,0,0,0,1,1,1.0,2,1,1,0,0,1,0,1,23-14,.181,1.09,1.43
camilo doval,666808,Jun 27,SF,@ TOR,0,0,1.95,1,0,0,0,1,1,1.1,0,0,0,0,0,0,0,3,20-12,.176,1.05,1.38
camilo doval,666808,Jun 30,SF,@ NYM,0,0,1.89,1,0,0,0,1,1,1.0,0,0,0,0,0,1,0,1,11-6,.173,1.05,1.32
camilo doval,666808,Jul 3,SF,vs SEA,0,1,2.77,1,0,0,0,0,0,1.0,3,4,4,0,1,0,0,1,25-17,.187,1.10,1.26
camilo doval,666808,Jul 5,SF,vs SEA,0,0,2.70,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,1,17-12,.183,1.08,1.17
camilo doval,666808,Jul 8,SF,vs COL,0,0,2.63,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,2,10-8,.179,1.05,1.21
camilo doval,666808,Jul 14,SF,@ PIT,0,0,2.57,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,0,8-6,.182,1.05,1.20
camilo doval,666808,Jul 15,SF,@ PIT,0,0,2.51,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,0,17-12,.184,1.05,1.23
camilo doval,666808,Jul 17,SF,@ CIN,0,0,2.45,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,2,13-8,.181,1.02,1.19
camilo doval,666808,Jul 18,SF,@ CIN,0,0,2.40,1,0,0,0,1,1,1.0,1,0,0,0,0,1,0,0,14-8,.184,1.04,1.18
camilo doval,666808,Jul 25,SF,vs OAK,0,0,2.35,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,3,16-10,.180,1.02,1.18
camilo doval,666808,Jul 29,SF,vs BOS,1,0,2.68,1,0,0,0,0,1,1.0,2,2,2,0,0,1,0,1,25-13,.188,1.06,1.15
camilo doval,666808,Jul 30,SF,vs BOS,0,0,2.63,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,20-12,.189,1.06,1.08
camilo doval,666808,Jul 31,SF,vs AZ,0,0,2.57,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,3,18-11,.186,1.04,1.08
camilo doval,666808,Aug 2,SF,vs AZ,0,0,2.52,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,8-6,.183,1.02,1.11
camilo doval,666808,Aug 3,SF,vs AZ,0,0,2.47,1,0,0,0,1,1,1.0,2,0,0,0,0,0,0,1,13-9,.189,1.04,1.11
camilo doval,666808,Aug 7,SF,@ LAA,0,0,2.42,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,3,15-9,.186,1.02,1.11
camilo doval,666808,Aug 13,SF,vs TEX,1,0,2.36,1,0,0,0,0,1,1.1,2,1,0,0,0,1,0,1,20-13,.193,1.05,1.13
camilo doval,666808,Aug 20,SF,@ ATL,1,0,2.29,1,0,0,0,0,1,1.2,0,0,0,0,0,1,1,3,29-17,.188,1.04,1.18
camilo doval,666808,Aug 22,SF,@ PHI,0,1,2.60,1,0,0,0,0,1,0.1,2,2,2,0,1,1,1,0,19-11,.195,1.08,1.15
camilo doval,666808,Aug 23,SF,@ PHI,0,0,3.09,1,0,0,0,0,1,0.0,1,3,3,1,0,2,0,0,17-6,.199,1.14,1.15
camilo doval,666808,Aug 27,SF,vs ATL,0,0,3.04,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,2,16-11,.196,1.12,1.13
camilo doval,666808,Aug 28,SF,vs CIN,0,0,2.98,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,6-6,.193,1.10,1.10
camilo doval,666808,Sep 6,SF,@ CHC,0,0,2.93,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,18-10,.190,1.08,1.12
camilo doval,666808,Sep 8,SF,vs COL,0,0,3.03,1,0,0,0,1,1,1.0,2,1,1,0,0,0,0,1,16-14,.195,1.10,1.17
camilo doval,666808,Sep 10,SF,vs COL,0,0,2.98,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,1,12-10,.196,1.09,1.21
camilo doval,666808,Sep 11,SF,vs CLE,0,0,2.92,1,0,0,0,0,0,1.1,1,0,0,0,0,1,1,0,19-10,.196,1.10,1.20
camilo doval,666808,Sep 13,SF,vs CLE,1,0,2.86,1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1,12-10,.193,1.08,1.22
camilo doval,666808,Sep 15,SF,@ COL,0,1,2.98,1,0,0,0,0,1,0.1,2,2,1,0,0,1,0,0,15-9,.199,1.12,1.24
camilo doval,666808,Sep 17,SF,@ COL,0,0,3.09,1,0,0,0,0,0,0.2,3,4,1,0,1,0,0,1,35-22,.208,1.16,1.24
camilo doval,666808,Sep 22,SF,@ LAD,0,0,3.03,1,0,0,0,1,1,1.1,0,0,0,0,0,0,0,2,20-13,.204,1.13,1.28
camilo doval,666808,Sep 24,SF,@ LAD,0,1,3.02,1,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,3-3,.207,1.14,1.30
camilo doval,666808,Sep 27,SF,vs SD,0,0,2.97,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,13-10,.207,1.14,1.30
ranger suarez,624133,May 13,PHI,@ COL,0,0,6.75,1,1,0,0,0,0,4.0,7,3,3,0,0,1,0,4,72-44,.389,2.00,1.67
ranger suarez,624133,May 19,PHI,vs CHC,0,1,10.50,1,1,0,0,0,0,2.0,5,4,4,0,0,3,0,4,66-39,.414,2.67,1.50
ranger suarez,624133,May 24,PHI,vs AZ,0,0,9.82,1,1,0,0,0,0,5.0,5,5,5,1,0,1,0,5,85-56,.347,2.00,1.86
ranger suarez,624133,May 30,PHI,@ NYM,0,1,7.13,1,1,0,0,0,0,6.2,5,2,2,1,0,2,0,4,99-60,.306,1.64,1.92
ranger suarez,624133,Jun 4,PHI,@ WSH,1,0,5.47,1,1,0,0,0,0,7.0,8,1,1,0,0,1,0,3,101-66,.306,1.54,1.83
ranger suarez,624133,Jun 9,PHI,vs LAD,0,0,4.70,1,1,0,0,0,0,6.0,4,1,1,0,0,2,0,8,103-64,.283,1.43,1.77
ranger suarez,624133,Jun 14,PHI,@ AZ,0,0,3.82,1,1,0,0,0,0,7.0,4,0,0,0,0,2,0,7,105-64,.264,1.33,1.85
ranger suarez,624133,Jun 20,PHI,vs ATL,0,0,3.50,1,1,0,0,0,0,6.0,4,1,1,1,0,2,0,7,99-60,.253,1.28,1.66
ranger suarez,624133,Jun 27,PHI,@ CHC,1,0,3.18,1,1,0,0,0,0,7.1,4,1,1,0,1,1,0,8,104-66,.241,1.20,1.58
ranger suarez,624133,Jul 2,PHI,vs WSH,0,1,3.67,1,1,0,0,0,0,5.1,7,5,5,2,0,3,0,5,93-55,.249,1.26,1.51
ranger suarez,624133,Jul 8,PHI,@ MIA,0,1,3.77,1,1,0,0,0,0,5.2,8,4,3,1,0,4,0,4,92-55,.258,1.34,1.40
ranger suarez,624133,Jul 15,PHI,vs SD,0,0,3.84,1,1,0,0,0,0,6.0,6,3,3,1,0,3,0,3,97-59,.260,1.35,1.38
ranger suarez,624133,Jul 21,PHI,@ CLE,0,1,4.07,1,1,0,0,0,0,5.0,8,4,4,0,0,2,0,5,94-61,.268,1.40,1.42
ranger suarez,624133,Jul 26,PHI,vs BAL,0,0,4.22,1,1,0,0,0,0,6.0,7,4,4,1,0,1,0,6,90-59,.270,1.39,1.37
ranger suarez,624133,Aug 1,PHI,@ MIA,0,0,4.01,1,1,0,0,0,0,6.1,10,1,1,0,0,2,0,3,81-59,.280,1.43,1.42
ranger suarez,624133,Aug 8,PHI,vs WSH,0,0,3.96,1,1,0,0,0,0,5.2,6,2,2,1,0,2,0,5,95-60,.278,1.43,1.39
ranger suarez,624133,Aug 13,PHI,vs MIN,0,1,3.88,1,1,0,0,0,0,6.1,6,2,2,1,0,3,0,8,92-57,.277,1.43,1.30
ranger suarez,624133,Sep 3,PHI,@ MIL,0,0,3.91,1,1,0,0,0,0,4.0,5,2,2,2,0,2,0,5,75-46,.277,1.44,1.28
ranger suarez,624133,Sep 10,PHI,vs MIA,0,0,3.93,1,1,0,0,0,0,6.1,2,3,3,0,0,3,0,10,87-56,.268,1.40,1.25
ranger suarez,624133,Sep 16,PHI,@ STL,1,0,3.80,1,1,0,0,0,0,6.0,4,1,1,0,0,4,0,5,106-63,.264,1.40,1.18
ranger suarez,624133,Sep 21,PHI,vs NYM,1,0,3.89,1,1,0,0,0,0,6.2,5,4,4,1,1,2,0,6,97-65,.260,1.38,1.14
gregory soto,642397,Mar 30,PHI,@ TEX,0,1,-.--,1,0,0,0,0,0,0.0,2,4,3,0,0,2,0,0,19-8,1.000,-.--,-.--
gregory soto,642397,Apr 2,PHI,@ TEX,0,0,27.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,15-9,.400,4.00,1.00
gregory soto,642397,Apr 5,PHI,@ NYY,0,0,18.00,1,0,0,0,0,0,1.0,1,1,1,1,0,2,0,3,34-21,.333,3.50,1.00
gregory soto,642397,Apr 7,PHI,vs CIN,1,0,12.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,11-9,.250,2.33,0.33
gregory soto,642397,Apr 9,PHI,vs CIN,0,0,9.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,13-9,.200,1.75,1.00
gregory soto,642397,Apr 11,PHI,vs MIA,0,0,8.31,1,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,10-4,.188,1.85,1.33
gregory soto,642397,Apr 12,PHI,vs MIA,0,1,6.35,1,0,0,0,0,0,1.1,0,1,0,0,0,1,0,3,20-14,.150,1.59,1.00
gregory soto,642397,Apr 15,PHI,@ CIN,0,0,5.40,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,11-8,.130,1.35,1.20
gregory soto,642397,Apr 18,PHI,@ CWS,0,0,4.70,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,14-10,.115,1.17,1.00
gregory soto,642397,Apr 19,PHI,@ CWS,0,0,4.32,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1,8-6,.107,1.08,0.86
gregory soto,642397,Apr 22,PHI,vs COL,0,0,3.86,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,10-7,.097,0.96,0.88
gregory soto,642397,Apr 23,PHI,vs COL,0,0,3.48,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,19-11,.114,0.97,0.70
gregory soto,642397,Apr 27,PHI,vs SEA,0,0,3.09,1,0,0,0,0,0,1.1,0,0,0,0,0,2,0,1,20-10,.105,1.03,0.73
gregory soto,642397,Apr 30,PHI,@ HOU,0,0,2.84,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,16-12,.098,0.95,0.62
gregory soto,642397,May 2,PHI,@ LAD,0,0,5.40,1,0,0,0,0,0,0.2,4,4,4,0,0,1,0,1,26-19,.170,1.28,0.57
gregory soto,642397,May 5,PHI,vs BOS,0,0,5.02,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,12-9,.160,1.19,0.71
gregory soto,642397,May 6,PHI,vs BOS,0,0,4.70,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,11-9,.151,1.11,0.63
gregory soto,642397,May 9,PHI,vs TOR,0,0,4.50,1,0,0,0,0,0,0.2,0,0,0,0,1,0,0,1,15-10,.145,1.06,0.69
gregory soto,642397,May 10,PHI,vs TOR,0,0,4.24,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,22-12,.138,1.06,0.71
gregory soto,642397,May 13,PHI,@ COL,0,0,4.00,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,10-6,.131,1.00,0.78
gregory soto,642397,May 16,PHI,@ SF,0,0,3.79,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,11-8,.125,0.95,0.74
gregory soto,642397,May 17,PHI,@ SF,0,1,4.95,1,0,0,0,0,0,1.0,5,3,3,0,0,0,0,1,20-15,.181,1.15,0.84
gregory soto,642397,May 21,PHI,vs CHC,0,0,4.87,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,4-3,.178,1.13,0.89
gregory soto,642397,May 23,PHI,vs AZ,0,0,4.64,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,20-12,.171,1.13,0.95
gregory soto,642397,May 25,PHI,@ ATL,0,1,5.73,1,0,0,0,0,0,0.2,4,3,3,0,0,1,0,1,25-12,.210,1.32,0.90
gregory soto,642397,Jun 1,PHI,@ NYM,0,0,5.48,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,15-11,.202,1.26,0.86
gregory soto,642397,Jun 3,PHI,@ WSH,0,0,5.25,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,14-8,.205,1.25,0.91
gregory soto,642397,Jun 9,PHI,vs LAD,1,0,5.04,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,14-9,.198,1.20,0.92
gregory soto,642397,Jun 11,PHI,vs LAD,0,0,5.19,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,17-10,.200,1.19,0.96
gregory soto,642397,Jun 14,PHI,@ AZ,0,0,5.13,1,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,7-3,.198,1.22,1.00
gregory soto,642397,Jun 15,PHI,@ AZ,0,0,5.00,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,1,10-8,.202,1.22,1.04
gregory soto,642397,Jun 17,PHI,@ OAK,0,0,4.88,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,14-8,.198,1.19,1.12
gregory soto,642397,Jun 22,PHI,vs ATL,0,0,4.71,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,16-8,.192,1.19,1.20
gregory soto,642397,Jun 23,PHI,vs NYM,0,0,4.55,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,3,12-10,.187,1.15,1.20
gregory soto,642397,Jun 27,PHI,@ CHC,0,0,4.45,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,2,10-7,.191,1.15,1.20
gregory soto,642397,Jun 29,PHI,@ CHC,0,0,4.31,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,5-4,.186,1.12,1.15
gregory soto,642397,Jul 5,PHI,@ TB,0,0,4.18,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,20-13,.188,1.11,1.07
gregory soto,642397,Jul 9,PHI,@ MIA,0,0,4.32,1,0,0,0,0,0,1.0,3,1,1,0,0,0,0,1,17-14,.205,1.17,1.03
gregory soto,642397,Jul 15,PHI,vs SD,0,0,4.46,1,0,0,0,0,0,1.0,1,1,1,0,1,0,0,0,16-9,.206,1.17,0.94
gregory soto,642397,Jul 16,PHI,vs SD,0,0,4.89,1,0,0,0,0,1,0.2,2,2,2,0,0,2,0,0,20-10,.215,1.26,1.00
gregory soto,642397,Jul 18,PHI,vs MIL,0,0,4.79,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,5-3,.212,1.23,1.06
