Player Name,Player ID,Date,Team,OPP,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,IBB,SO,NP-S,AVG,WHIP,GO/AO
kendall graveman,608665,Apr 15,CWS,vs BAL,0,0,6.35,1,0,0,0,0,0,1.0,1,1,1,0,1,2,0,0,33-17,.286,1.94,1.20
kendall graveman,608665,Apr 18,CWS,vs PHI,0,0,5.40,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,8-6,.250,1.65,1.17
kendall graveman,608665,Apr 21,CWS,@ TB,0,0,4.70,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,11-7,.250,1.57,1.14
kendall graveman,608665,Apr 22,CWS,@ TB,0,0,4.15,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,13-9,.226,1.38,1.00
kendall graveman,608665,Apr 27,CWS,vs TB,0,0,4.66,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,12-9,.229,1.34,0.90
kendall graveman,608665,Apr 28,CWS,vs TB,0,1,5.06,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,2,13-8,.231,1.31,0.82
kendall graveman,608665,Apr 30,CWS,vs TB,0,0,5.56,1,0,0,0,0,0,0.2,1,2,1,1,1,0,0,2,20-13,.233,1.32,0.75
kendall graveman,608665,May 3,CWS,vs MIN,0,0,5.11,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,10-8,.217,1.22,0.77
kendall graveman,608665,May 4,CWS,vs MIN,0,0,4.73,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,14-7,.204,1.20,0.85
kendall graveman,608665,May 8,CWS,@ KC,0,0,4.40,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,19-11,.189,1.19,0.80
kendall graveman,608665,May 9,CWS,@ KC,0,0,4.11,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,7-5,.179,1.11,0.67
kendall graveman,608665,May 13,CWS,vs HOU,0,0,3.86,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,1,14-7,.183,1.10,0.68
kendall graveman,608665,May 17,CWS,vs CLE,0,0,3.63,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,12-7,.177,1.10,0.79
kendall graveman,608665,May 19,CWS,vs KC,0,0,3.44,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,13-8,.169,1.04,0.85
kendall graveman,608665,May 20,CWS,vs KC,0,0,3.26,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,9-7,.162,0.98,0.81
kendall graveman,608665,May 23,CWS,@ CLE,0,0,3.10,1,0,0,0,1,1,1.0,1,0,0,0,0,1,0,1,21-12,.169,1.03,0.86
kendall graveman,608665,May 28,CWS,@ DET,0,0,2.95,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,6-5,.162,0.98,0.91
kendall graveman,608665,May 30,CWS,vs LAA,0,0,2.78,1,0,0,0,0,0,1.1,0,0,0,0,1,1,0,3,26-14,.154,0.97,0.87
kendall graveman,608665,Jun 2,CWS,vs DET,0,0,2.66,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,1,15-10,.148,0.93,0.80
kendall graveman,608665,Jun 3,CWS,vs DET,0,0,2.55,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,6-5,.143,0.89,0.81
kendall graveman,608665,Jun 6,CWS,@ NYY,0,0,2.45,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,22-16,.138,0.86,0.81
kendall graveman,608665,Jun 8,CWS,@ NYY,0,0,2.36,1,0,0,0,1,1,1.0,1,0,0,0,0,1,0,0,18-9,.144,0.90,0.82
kendall graveman,608665,Jun 9,CWS,vs MIA,0,0,2.28,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,14-9,.140,0.87,0.80
kendall graveman,608665,Jun 11,CWS,vs MIA,0,1,2.86,1,0,0,0,0,1,0.2,2,3,2,1,0,1,0,0,23-16,.155,0.95,0.81
kendall graveman,608665,Jun 14,CWS,@ LAD,0,0,2.76,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,12-5,.152,0.95,0.81
kendall graveman,608665,Jun 15,CWS,@ LAD,0,0,2.67,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2,18-10,.155,0.99,0.84
kendall graveman,608665,Jun 19,CWS,vs TEX,0,0,2.59,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,12-11,.160,0.99,0.88
kendall graveman,608665,Jun 20,CWS,vs TEX,1,0,2.51,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,16-11,.156,0.96,0.85
kendall graveman,608665,Jun 24,CWS,vs BOS,1,0,2.70,1,0,0,0,0,1,1.0,2,1,1,0,0,2,0,2,28-13,.167,1.05,0.83
kendall graveman,608665,Jun 28,CWS,@ LAA,0,0,2.62,1,0,0,0,0,0,1.0,3,0,0,0,0,0,0,0,24-19,.183,1.11,0.76
kendall graveman,608665,Jun 29,CWS,@ LAA,0,0,3.06,1,0,0,0,0,0,1.0,2,2,2,1,0,0,0,2,26-16,.192,1.13,0.74
kendall graveman,608665,Jul 1,CWS,@ OAK,0,1,3.00,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,1,8-6,.188,1.11,0.75
kendall graveman,608665,Jul 4,CWS,vs TOR,0,0,2.92,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,17-10,.183,1.11,0.70
kendall graveman,608665,Jul 6,CWS,vs TOR,0,0,2.84,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,10-7,.179,1.08,0.68
kendall graveman,608665,Jul 7,CWS,vs STL,0,0,2.77,1,0,0,0,1,1,1.0,1,0,0,0,0,1,0,1,20-11,.181,1.10,0.73
kendall graveman,608665,Jul 9,CWS,vs STL,0,0,2.93,1,0,0,0,0,1,1.0,1,1,1,0,2,1,0,2,30-15,.183,1.13,0.75
kendall graveman,608665,Jul 15,CWS,@ ATL,0,0,3.07,1,0,0,0,1,1,1.0,3,1,1,1,0,0,0,1,16-11,.197,1.17,0.77
kendall graveman,608665,Jul 20,CWS,@ NYM,0,0,3.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,14-10,.193,1.14,0.78
kendall graveman,608665,Jul 23,CWS,@ MIN,0,0,3.56,1,0,0,0,0,1,1.0,3,3,3,0,0,1,0,0,22-11,.206,1.21,0.77
kendall graveman,608665,Jul 26,CWS,vs CHC,0,0,3.48,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,20-13,.208,1.20,0.77
kendall graveman,608665,Jul 30,HOU,vs TB,0,0,3.40,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,1,11-5,.210,1.22,0.79
kendall graveman,608665,Aug 3,HOU,@ NYY,0,1,3.50,1,0,0,0,0,0,1.1,1,1,1,0,0,1,0,2,25-13,.211,1.23,0.81
kendall graveman,608665,Aug 5,HOU,@ NYY,0,0,3.61,1,0,0,0,0,0,1.0,2,1,1,1,0,1,0,0,24-12,.218,1.27,0.82
kendall graveman,608665,Aug 9,HOU,@ BAL,0,0,3.54,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,12-9,.218,1.26,0.78
kendall graveman,608665,Aug 11,HOU,vs LAA,0,0,3.47,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,19-11,.215,1.26,0.80
kendall graveman,608665,Aug 13,HOU,vs LAA,0,0,3.38,1,0,0,0,0,0,1.1,0,0,0,0,0,1,0,1,11-6,.210,1.24,0.83
kendall graveman,608665,Aug 16,HOU,@ MIA,0,0,3.31,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,8-6,.207,1.22,0.87
kendall graveman,608665,Aug 18,HOU,vs SEA,0,0,3.25,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,19-12,.202,1.20,0.82
kendall graveman,608665,Aug 20,HOU,vs SEA,0,0,3.15,1,0,0,0,0,0,1.2,0,0,0,0,0,1,0,2,25-14,.197,1.18,0.81
kendall graveman,608665,Aug 22,HOU,vs BOS,0,0,3.09,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2,22-11,.198,1.19,0.79
kendall graveman,608665,Aug 23,HOU,vs BOS,0,1,3.36,1,0,0,0,0,0,1.0,1,3,2,1,0,2,0,1,27-12,.200,1.22,0.78
kendall graveman,608665,Aug 26,HOU,@ DET,0,0,3.30,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,14-9,.197,1.20,0.80
kendall graveman,608665,Aug 28,HOU,@ BOS,1,0,3.24,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,19-9,.194,1.20,0.77
kendall graveman,608665,Aug 30,HOU,@ BOS,0,0,3.20,1,0,0,0,0,0,0.2,1,0,0,0,0,1,0,0,20-12,.196,1.22,0.77
kendall graveman,608665,Sep 3,HOU,vs NYY,0,0,3.15,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,18-10,.193,1.22,0.79
kendall graveman,608665,Sep 6,HOU,@ TEX,0,0,3.25,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,1,12-8,.194,1.21,0.79
kendall graveman,608665,Sep 9,HOU,vs SD,0,0,3.38,1,0,0,0,0,0,0.1,3,1,1,0,0,1,0,0,15-8,.205,1.27,0.81
kendall graveman,608665,Sep 15,HOU,@ KC,0,0,3.32,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,1,27-15,.205,1.28,0.81
kendall graveman,608665,Sep 17,HOU,@ KC,0,0,3.27,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,8-7,.206,1.28,0.80
kendall graveman,608665,Sep 20,HOU,vs BAL,0,0,3.23,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,1,12-7,.208,1.28,0.79
kendall graveman,608665,Sep 24,HOU,vs KC,0,0,3.18,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,15-7,.206,1.28,0.81
kendall graveman,608665,Sep 27,HOU,@ SEA,1,0,3.14,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,11-7,.208,1.27,0.82
james karinchak,675916,Mar 30,CLE,@ SEA,0,1,81.00,1,0,0,0,0,0,0.1,1,3,3,1,1,1,0,0,24-13,.500,6.00,0.00
james karinchak,675916,Apr 1,CLE,@ SEA,0,0,20.25,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2,24-14,.333,3.00,0.00
james karinchak,675916,Apr 3,CLE,@ OAK,0,0,11.57,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,7-7,.222,1.71,0.50
james karinchak,675916,Apr 4,CLE,@ OAK,0,1,12.00,1,0,0,0,0,0,0.2,1,1,1,0,0,1,0,1,12-8,.250,2.00,1.00
james karinchak,675916,Apr 9,CLE,vs SEA,0,0,9.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,15-11,.200,1.50,1.50
james karinchak,675916,Apr 10,CLE,vs NYY,0,0,7.20,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,2,14-10,.211,1.40,1.00
james karinchak,675916,Apr 12,CLE,vs NYY,0,0,6.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,13-8,.182,1.17,0.60
james karinchak,675916,Apr 14,CLE,@ WSH,0,0,5.14,1,0,0,0,0,0,1.0,0,0,0,0,1,0,0,2,23-12,.160,1.00,0.50
james karinchak,675916,Apr 15,CLE,@ WSH,0,0,4.50,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,3,23-16,.200,1.13,0.50
james karinchak,675916,Apr 18,CLE,@ DET,0,1,5.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,18-12,.206,1.11,0.71
james karinchak,675916,Apr 19,CLE,@ DET,0,0,5.40,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,1,13-9,.211,1.10,1.00
james karinchak,675916,Apr 22,CLE,vs MIA,0,0,4.91,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,13-8,.200,1.09,0.89
james karinchak,675916,Apr 23,CLE,vs MIA,0,0,6.75,1,0,0,0,0,0,1.0,2,3,3,1,0,1,0,1,21-15,.222,1.25,0.90
james karinchak,675916,Apr 25,CLE,vs COL,0,0,6.23,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,15-10,.208,1.15,1.00
james karinchak,675916,Apr 29,CLE,@ BOS,0,0,5.79,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,14-6,.196,1.14,0.85
james karinchak,675916,May 2,CLE,@ NYY,0,1,5.87,1,0,0,0,0,1,1.1,2,1,1,1,0,1,0,1,22-14,.214,1.24,0.73
james karinchak,675916,May 6,CLE,vs MIN,0,0,5.74,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,6-4,.211,1.21,0.73
james karinchak,675916,May 7,CLE,vs MIN,0,0,5.40,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,17-11,.200,1.20,0.65
james karinchak,675916,May 9,CLE,vs DET,0,0,5.19,1,0,0,0,0,0,0.2,0,0,0,0,0,2,0,2,18-8,.194,1.27,0.65
james karinchak,675916,May 12,CLE,vs LAA,0,0,4.91,1,0,0,0,0,0,1.0,0,0,0,0,0,2,0,2,28-13,.185,1.31,0.61
james karinchak,675916,May 14,CLE,vs LAA,1,0,4.82,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,5-3,.182,1.29,0.58
james karinchak,675916,May 19,CLE,@ NYM,0,0,5.03,1,0,0,0,0,1,1.0,1,1,1,1,0,1,0,3,22-12,.186,1.32,0.58
james karinchak,675916,May 23,CLE,vs CWS,0,0,4.79,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,7-7,.178,1.26,0.52
james karinchak,675916,May 24,CLE,vs CWS,0,0,4.57,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,12-8,.171,1.20,0.50
james karinchak,675916,May 27,CLE,vs STL,0,0,4.57,1,0,0,0,0,0,0.0,0,0,0,0,0,3,0,0,16-4,.171,1.34,0.50
james karinchak,675916,May 30,CLE,@ BAL,0,0,4.37,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,11-9,.165,1.28,0.52
james karinchak,675916,Jun 1,CLE,@ MIN,0,0,4.18,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,7-6,.159,1.23,0.46
james karinchak,675916,Jun 3,CLE,@ MIN,0,0,4.01,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,14-9,.153,1.18,0.44
james karinchak,675916,Jun 4,CLE,@ MIN,1,0,3.86,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,2,16-11,.157,1.17,0.48
james karinchak,675916,Jun 6,CLE,vs BOS,0,0,3.76,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1,10-8,.156,1.14,0.46
james karinchak,675916,Jun 8,CLE,vs BOS,0,0,3.71,1,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,9-4,.154,1.16,0.50
james karinchak,675916,Jun 9,CLE,vs HOU,0,0,3.90,1,0,0,0,0,0,1.0,1,1,1,0,0,2,0,1,26-13,.160,1.23,0.47
james karinchak,675916,Aug 18,CLE,vs DET,0,0,3.72,1,0,0,0,0,0,1.1,0,0,0,0,0,1,0,2,22-13,.153,1.21,0.48
james karinchak,675916,Aug 19,CLE,vs DET,0,0,3.60,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,17-8,.149,1.20,0.58
james karinchak,675916,Aug 23,CLE,vs LAD,0,0,3.48,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,2,25-18,.160,1.23,0.61
james karinchak,675916,Aug 26,CLE,@ TOR,0,0,3.66,1,0,0,0,0,0,1.0,2,1,1,0,1,0,0,1,26-14,.173,1.25,0.59
james karinchak,675916,Aug 28,CLE,@ MIN,0,0,3.55,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,1,17-10,.175,1.27,0.61
james karinchak,675916,Aug 30,CLE,@ MIN,0,0,3.44,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,19-13,.171,1.26,0.64
james karinchak,675916,Sep 19,CLE,@ KC,0,0,3.34,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,2,21-13,.175,1.26,0.62
james karinchak,675916,Sep 20,CLE,@ KC,0,0,3.28,1,0,0,0,0,0,0.2,0,0,0,0,0,1,0,1,13-8,.172,1.26,0.60
james karinchak,675916,Sep 22,CLE,vs BAL,0,0,3.19,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,20-12,.168,1.25,0.57
james karinchak,675916,Sep 24,CLE,vs BAL,0,0,3.11,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,14-9,.171,1.25,0.54
james karinchak,675916,Sep 26,CLE,vs CIN,0,1,3.29,1,0,0,0,0,1,0.2,2,1,1,0,0,0,0,1,16-11,.180,1.28,0.56
andres munoz,662253,Mar 30,SEA,vs CLE,0,0,0.00,1,0,0,0,1,1,1.0,2,0,0,0,0,0,0,0,15-10,.400,2.00,3.00
andres munoz,662253,Apr 2,SEA,vs CLE,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,7-5,.250,1.00,4.00
andres munoz,662253,Apr 5,SEA,vs LAA,0,0,0.00,1,0,0,0,0,0,0.1,2,0,0,0,0,1,0,1,16-11,.364,2.14,4.00
andres munoz,662253,Apr 7,SEA,@ CLE,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,11-7,.286,1.50,2.50
andres munoz,662253,Jun 6,SEA,@ SD,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,16-11,.235,1.15,1.67
andres munoz,662253,Jun 10,SEA,@ LAA,0,0,0.00,1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,3,15-11,.190,0.88,2.00
andres munoz,662253,Jun 14,SEA,vs MIA,0,0,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,1,0,1,12-5,.174,0.95,1.50
andres munoz,662253,Jun 16,SEA,vs CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,13-11,.154,0.82,1.75
andres munoz,662253,Jun 17,SEA,vs CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,24-14,.138,0.84,2.00
andres munoz,662253,Jun 24,SEA,@ BAL,0,0,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,1,13-10,.156,0.89,2.25
andres munoz,662253,Jun 26,SEA,vs WSH,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,16-11,.143,0.90,2.50
andres munoz,662253,Jun 27,SEA,vs WSH,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,11-7,.132,0.82,2.00
andres munoz,662253,Jun 30,SEA,vs TB,0,1,3.00,1,0,0,0,0,0,1.0,4,4,4,0,0,0,0,0,22-20,.200,1.08,2.00
andres munoz,662253,Jul 2,SEA,vs TB,1,0,2.77,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,16-12,.188,1.00,1.86
andres munoz,662253,Jul 3,SEA,@ SF,1,0,2.57,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,8-7,.176,0.93,2.00
andres munoz,662253,Jul 6,SEA,@ HOU,0,0,2.40,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,11-8,.182,0.93,1.88
andres munoz,662253,Jul 8,SEA,@ HOU,0,1,2.81,1,0,0,0,0,0,1.0,1,1,1,1,0,1,0,2,21-13,.186,1.00,2.00
andres munoz,662253,Jul 16,SEA,vs DET,0,0,2.65,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,16-10,.177,0.94,1.89
andres munoz,662253,Jul 17,SEA,vs MIN,0,0,2.45,1,0,0,0,0,0,1.1,0,0,0,0,1,1,0,3,19-13,.167,0.93,2.00
andres munoz,662253,Jul 19,SEA,vs MIN,0,1,2.79,1,0,0,0,0,0,1.0,2,1,1,0,0,2,0,1,27-14,.183,1.09,1.90
andres munoz,662253,Jul 22,SEA,vs TOR,0,0,2.66,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,13-9,.176,1.03,1.82
andres munoz,662253,Jul 24,SEA,@ MIN,0,0,2.95,1,0,0,0,0,1,1.0,2,1,1,0,0,1,1,2,24-16,.190,1.13,1.91
andres munoz,662253,Jul 26,SEA,@ MIN,0,0,2.82,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,0,12-9,.193,1.12,2.18
andres munoz,662253,Jul 28,SEA,@ AZ,0,0,2.70,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,11-7,.186,1.11,1.85
andres munoz,662253,Jul 29,SEA,@ AZ,0,1,2.96,1,0,0,0,0,0,1.0,1,1,1,0,0,1,0,0,14-8,.191,1.15,1.79
andres munoz,662253,Jul 31,SEA,vs BOS,0,0,2.92,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,6-3,.189,1.14,1.79
andres munoz,662253,Aug 2,SEA,vs BOS,0,0,2.81,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,2,15-10,.183,1.09,1.67
andres munoz,662253,Aug 3,SEA,@ LAA,0,0,2.70,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,3,16-10,.177,1.05,1.67
andres munoz,662253,Aug 5,SEA,@ LAA,0,0,2.93,1,0,0,0,1,1,1.0,2,1,1,0,0,2,1,2,33-21,.188,1.16,1.73
andres munoz,662253,Aug 8,SEA,vs SD,0,0,2.83,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,1,17-12,.190,1.15,1.87
andres munoz,662253,Aug 12,SEA,vs BAL,0,1,2.73,1,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1,18-11,.191,1.15,1.88
andres munoz,662253,Aug 13,SEA,vs BAL,0,0,2.93,1,0,0,0,0,0,1.0,1,1,1,0,0,1,0,1,16-9,.193,1.17,2.00
andres munoz,662253,Aug 15,SEA,@ KC,1,0,2.78,1,0,0,0,0,1,1.2,2,3,0,0,0,2,0,0,42-26,.198,1.24,1.94
andres munoz,662253,Aug 18,SEA,@ HOU,0,0,2.70,1,0,0,0,1,1,1.0,2,0,0,0,0,0,0,0,11-7,.208,1.26,2.06
andres munoz,662253,Aug 20,SEA,@ HOU,0,0,2.62,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,11-8,.203,1.22,2.17
andres munoz,662253,Aug 22,SEA,@ CWS,0,0,2.60,1,0,0,0,1,1,0.1,0,0,0,0,0,0,0,1,4-3,.202,1.21,2.17
andres munoz,662253,Aug 23,SEA,@ CWS,0,0,2.78,1,0,0,0,0,1,1.0,2,1,1,0,0,0,0,3,21-16,.209,1.23,2.17
andres munoz,662253,Aug 25,SEA,vs KC,0,0,2.70,1,0,0,0,1,1,1.0,1,0,0,0,0,2,1,1,26-15,.210,1.28,2.28
andres munoz,662253,Aug 27,SEA,vs KC,0,0,2.63,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,3,14-10,.206,1.25,2.28
andres munoz,662253,Aug 30,SEA,vs OAK,0,0,2.56,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,1,14-9,.201,1.22,2.21
andres munoz,662253,Sep 1,SEA,@ NYM,0,1,2.72,1,0,0,0,0,0,1.0,2,1,1,0,0,1,0,1,27-15,.208,1.26,2.00
andres munoz,662253,Sep 5,SEA,@ CIN,0,1,2.95,1,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,7-4,.219,1.31,2.00
andres munoz,662253,Sep 6,SEA,@ CIN,0,0,3.10,1,0,0,0,0,0,1.0,1,1,1,1,0,1,0,2,22-13,.219,1.33,2.05
andres munoz,662253,Sep 7,SEA,@ TB,0,0,3.02,1,0,0,0,1,1,1.0,0,0,0,0,1,1,0,2,20-10,.217,1.32,2.05
andres munoz,662253,Sep 11,SEA,vs LAA,0,0,2.95,1,0,0,0,0,0,1.0,2,0,0,0,1,0,0,1,24-16,.222,1.34,2.00
andres munoz,662253,Sep 13,SEA,vs LAA,0,0,2.89,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,2,15-11,.224,1.33,2.00
andres munoz,662253,Sep 16,SEA,vs LAD,0,0,2.82,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,12-9,.220,1.30,1.91
andres munoz,662253,Sep 20,SEA,@ OAK,0,0,2.76,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,9-7,.216,1.27,1.88
andres munoz,662253,Sep 24,SEA,@ TEX,0,0,2.70,1,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,13-10,.213,1.24,2.00
andres munoz,662253,Sep 26,SEA,vs HOU,0,0,2.83,1,0,0,0,0,0,1.0,2,1,1,0,1,0,0,0,15-10,.218,1.26,2.00
andres munoz,662253,Sep 28,SEA,vs TEX,1,0,2.81,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,4-3,.217,1.25,1.92
eli morgan,669212,Mar 31,CLE,@ SEA,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,3,22-14,.250,2.00,-.--
eli morgan,669212,Apr 2,CLE,@ SEA,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,21-13,.250,1.50,1.00
eli morgan,669212,Apr 3,CLE,@ OAK,0,0,0.00,1,0,0,0,1,1,1.0,1,1,0,0,0,0,0,1,17-13,.250,1.33,1.00
eli morgan,669212,Apr 5,CLE,@ OAK,1,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,19-15,.250,1.25,1.00
eli morgan,669212,Apr 8,CLE,vs SEA,0,0,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,0,0,3,20-13,.182,0.83,0.50
eli morgan,669212,Apr 15,CLE,@ WSH,0,0,0.00,1,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,21-15,.231,1.05,0.83
eli morgan,669212,Apr 18,CLE,@ DET,0,0,0.00,1,0,0,0,0,0,1.2,4,0,0,0,0,0,0,2,31-18,.294,1.32,0.86
eli morgan,669212,Apr 22,CLE,vs MIA,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,1,0,1,26-17,.268,1.26,1.00
eli morgan,669212,Apr 26,CLE,vs COL,0,0,0.00,1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,3,22-15,.244,1.11,0.90
eli morgan,669212,Apr 29,CLE,@ BOS,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,1,0,0,23-15,.260,1.26,0.83
eli morgan,669212,May 2,CLE,@ NYY,0,0,0.64,1,0,0,0,0,0,1.1,3,1,1,0,0,0,0,0,15-13,.281,1.36,0.86
eli morgan,669212,May 8,CLE,vs DET,0,0,1.20,1,0,0,0,0,0,1.0,1,1,1,1,0,1,0,2,16-10,.279,1.40,0.80
eli morgan,669212,May 10,CLE,vs DET,0,0,1.13,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,12-10,.266,1.31,1.00
eli morgan,669212,May 13,CLE,vs LAA,1,0,1.06,1,0,0,0,0,0,1.0,1,2,0,1,0,0,0,1,14-12,.261,1.29,0.94
eli morgan,669212,May 17,CLE,@ CWS,0,0,1.50,1,0,0,0,0,0,1.0,2,2,1,0,0,0,0,0,24-15,.267,1.33,1.18
eli morgan,669212,May 21,CLE,@ NYM,0,0,1.89,1,0,0,0,0,0,1.0,2,1,1,1,0,0,0,2,22-16,.278,1.37,1.18
eli morgan,669212,May 24,CLE,vs CWS,0,0,1.71,1,0,0,0,0,0,2.0,0,0,0,0,0,0,0,3,27-19,.259,1.24,1.11
eli morgan,669212,May 28,CLE,vs STL,0,0,1.61,1,0,0,0,0,0,1.1,1,0,0,0,0,0,0,0,16-10,.256,1.21,1.10
