Player Name,Player ID,Season,Team,LG,G,AB,R,H,TB,2B,3B,HR,RBI,BB,IBB,SO,SB,CS,AVG,OBP,SLG,OPS,GO/AO
Jose Altuve,514888,2023,HOU,AL,90,360,76,112,188,21,2,17,51,44,0,71,14,2,.311,.393,.522,.915,1.17
Alex Bregman,608324,2016,HOU,AL,49,201,31,53,96,13,3,8,34,15,0,52,2,0,.264,.313,.478,.791,0.54
Alex Bregman,608324,2017,HOU,AL,155,556,88,158,264,39,5,19,71,55,2,97,17,5,.284,.352,.475,.827,0.76
Alex Bregman,608324,2018,HOU,AL,157,594,105,170,316,51,1,31,103,96,2,85,10,4,.286,.394,.532,.926,0.66
Alex Bregman,608324,2019,HOU,AL,156,554,122,164,328,37,2,41,112,119,2,83,5,1,.296,.423,.592,1.015,0.54
Alex Bregman,608324,2020,HOU,AL,42,153,19,37,69,12,1,6,22,24,1,26,0,0,.242,.350,.451,.801,0.72
Alex Bregman,608324,2021,HOU,AL,91,348,54,94,147,17,0,12,55,44,4,53,1,0,.270,.355,.422,.777,0.80
Alex Bregman,608324,2022,HOU,AL,155,548,93,142,249,38,0,23,93,87,1,77,1,2,.259,.366,.454,.820,0.62
Alex Bregman,608324,2023,HOU,AL,161,622,103,163,274,28,4,25,98,92,1,87,3,1,.262,.363,.441,.804,0.63
Mauricio Dubon,643289,2019,2 teams,-,30,106,12,29,46,5,0,4,9,5,0,20,3,1,.274,.306,.434,.740,1.28
Mauricio Dubon,643289,2019,MIL,NL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1.00
Mauricio Dubon,643289,2019,SF,NL,28,104,12,29,46,5,0,4,9,5,0,19,3,1,.279,.312,.442,.754,1.24
Mauricio Dubon,643289,2020,SF,NL,54,157,21,43,61,4,1,4,19,15,0,36,2,3,.274,.337,.389,.726,0.53
Mauricio Dubon,643289,2021,SF,NL,74,175,20,42,66,9,0,5,22,9,2,41,2,1,.240,.278,.377,.655,0.81
Mauricio Dubon,643289,2022,2 teams,-,104,243,31,52,76,9,0,5,24,13,0,30,2,3,.214,.252,.313,.565,0.66
Mauricio Dubon,643289,2022,SF,NL,21,46,10,11,18,1,0,2,8,1,0,4,0,0,.239,.245,.391,.636,0.43
Mauricio Dubon,643289,2022,HOU,AL,83,197,21,41,58,8,0,3,16,12,0,26,2,3,.208,.254,.294,.548,0.72
Mauricio Dubon,643289,2023,HOU,AL,132,467,76,130,192,26,3,10,46,19,0,70,7,2,.278,.309,.411,.720,1.13
David Hensley,682073,2022,HOU,AL,16,29,7,10,17,2,1,1,5,5,0,6,0,0,.345,.441,.586,1.027,2.25
David Hensley,682073,2023,HOU,AL,30,84,12,10,14,1,0,1,3,10,0,35,1,0,.119,.213,.167,.380,1.29
Grae Kessinger,666197,2023,HOU,AL,26,40,3,8,13,2,0,1,1,5,0,12,0,1,.200,.289,.325,.614,0.82
Jeremy Pena,665161,2022,HOU,AL,136,521,72,132,222,20,2,22,63,22,0,135,11,2,.253,.289,.426,.715,1.18
Jeremy Pena,665161,2023,HOU,AL,150,577,81,152,220,32,3,10,52,43,1,129,13,9,.263,.324,.381,.705,1.50
Jon Singleton,572138,2014,HOU,AL,95,310,42,52,104,13,0,13,44,50,1,134,2,3,.168,.285,.335,.620,0.89
Jon Singleton,572138,2015,HOU,AL,19,47,6,9,14,2,0,1,6,10,0,17,1,0,.191,.328,.298,.626,0.29
Jon Singleton,572138,2023,2 teams,-,36,91,11,15,24,3,0,2,12,13,0,23,0,0,.165,.267,.264,.531,0.64
Jon Singleton,572138,2023,MIL,NL,11,29,3,3,4,1,0,0,2,3,0,11,0,0,.103,.188,.138,.326,0.88
Jon Singleton,572138,2023,HOU,AL,25,62,8,12,20,2,0,2,10,10,0,12,0,0,.194,.301,.323,.624,0.56
Yordan Alvarez,670541,2019,HOU,AL,87,313,58,98,205,26,0,27,78,52,4,94,0,0,.313,.412,.655,1.067,1.12
Yordan Alvarez,670541,2020,HOU,AL,2,8,2,2,5,0,0,1,4,0,0,1,0,0,.250,.333,.625,.958,4.00
Yordan Alvarez,670541,2021,HOU,AL,144,537,92,149,285,35,1,33,104,50,3,145,1,0,.277,.346,.531,.877,0.92
Yordan Alvarez,670541,2022,HOU,AL,135,470,95,144,288,29,2,37,97,78,9,106,1,1,.306,.406,.613,1.019,1.12
Yordan Alvarez,670541,2023,HOU,AL,114,410,77,120,239,24,1,31,97,69,5,92,0,0,.293,.407,.583,.990,0.73
Corey Julks,667452,2023,HOU,AL,93,298,35,73,105,14,0,6,33,22,0,75,15,3,.245,.297,.352,.649,0.52
Chas Mccormick,676801,2021,HOU,AL,108,284,47,73,127,12,0,14,50,25,0,104,4,2,.257,.319,.447,.766,0.68
Chas Mccormick,676801,2022,HOU,AL,119,359,47,88,146,12,2,14,44,46,0,106,4,3,.245,.332,.407,.739,1.00
Chas Mccormick,676801,2023,HOU,AL,115,403,59,110,197,17,2,22,70,40,0,117,19,6,.273,.353,.489,.842,0.99
Jake Meyers,676694,2021,HOU,AL,49,146,22,38,64,8,0,6,28,10,0,50,3,0,.260,.323,.438,.761,1.35
Jake Meyers,676694,2022,HOU,AL,52,150,13,34,47,6,2,1,15,7,0,54,2,1,.227,.269,.313,.582,1.74
Jake Meyers,676694,2023,HOU,AL,112,309,42,70,118,16,1,10,33,26,0,88,5,2,.227,.296,.382,.678,0.83
Kyle Tucker,663656,2018,HOU,AL,28,64,10,9,13,2,1,0,4,6,0,13,1,1,.141,.236,.203,.439,1.10
Kyle Tucker,663656,2019,HOU,AL,22,67,15,18,36,6,0,4,11,4,1,20,5,0,.269,.319,.537,.856,0.81
Kyle Tucker,663656,2020,HOU,AL,58,209,33,56,107,12,6,9,42,18,2,46,8,1,.268,.325,.512,.837,0.86
Kyle Tucker,663656,2021,HOU,AL,140,506,83,149,282,37,3,30,92,53,5,90,14,2,.294,.359,.557,.916,0.67
Kyle Tucker,663656,2022,HOU,AL,150,544,71,140,260,28,1,30,107,59,4,95,25,4,.257,.330,.478,.808,0.70
Kyle Tucker,663656,2023,HOU,AL,157,574,97,163,297,37,5,29,112,80,9,92,30,5,.284,.369,.517,.886,0.75
Jose Herrera,645444,2022,AZ,NL,47,111,9,21,23,2,0,0,5,9,0,34,0,0,.189,.250,.207,.457,2.00
Jose Herrera,645444,2023,AZ,NL,43,101,15,21,26,5,0,0,7,13,0,30,1,0,.208,.296,.257,.553,1.24
Gabriel Moreno,672515,2022,TOR,AL,25,69,10,22,26,1,0,1,7,4,0,8,0,0,.319,.356,.377,.733,1.17
Gabriel Moreno,672515,2023,AZ,NL,111,341,33,97,139,19,1,7,50,29,0,75,6,2,.284,.339,.408,.747,1.67
Seby Zavala,664874,2019,CWS,AL,5,12,1,1,1,0,0,0,0,0,0,9,0,0,.083,.083,.083,.166,1.00
Seby Zavala,664874,2021,CWS,AL,37,93,15,17,35,3,0,5,15,6,0,41,0,0,.183,.240,.376,.616,0.95
Seby Zavala,664874,2022,CWS,AL,61,178,22,48,68,14,0,2,21,19,0,64,0,0,.270,.347,.382,.729,0.48
Seby Zavala,664874,2023,2 teams,-,73,175,17,30,55,4,0,7,18,12,0,70,1,0,.171,.230,.314,.544,1.08
Seby Zavala,664874,2023,CWS,AL,66,161,15,25,49,3,0,7,16,10,0,68,1,0,.155,.207,.304,.511,1.12
Seby Zavala,664874,2023,AZ,NL,7,14,2,5,6,1,0,0,2,2,0,2,0,0,.357,.471,.429,.900,0.75
Diego Castillo,660636,2022,PIT,NL,96,262,28,54,100,13,0,11,29,14,1,75,1,1,.206,.251,.382,.633,0.83
Diego Castillo,660636,2023,AZ,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.00
Jordan Lawlar,691783,2023,AZ,NL,14,31,2,4,4,0,0,0,0,2,0,11,1,1,.129,.206,.129,.335,1.00
Ketel Marte,606466,2015,SEA,AL,57,219,25,62,88,14,3,2,17,24,0,43,8,4,.283,.351,.402,.753,1.36
Ketel Marte,606466,2016,SEA,AL,119,437,55,113,141,21,2,1,33,18,0,84,11,5,.259,.287,.323,.610,1.47
Ketel Marte,606466,2017,AZ,NL,73,223,30,58,88,11,2,5,18,29,3,37,3,1,.260,.345,.395,.740,0.94
Ketel Marte,606466,2018,AZ,NL,153,520,68,135,227,26,12,14,59,54,3,79,6,1,.260,.332,.437,.769,1.32
Ketel Marte,606466,2019,AZ,NL,144,569,97,187,337,36,9,32,92,53,2,86,10,2,.329,.389,.592,.981,1.07
Ketel Marte,606466,2020,AZ,NL,45,181,19,52,74,14,1,2,17,7,0,21,1,0,.287,.323,.409,.732,0.98
Ketel Marte,606466,2021,AZ,NL,90,340,52,108,181,29,1,14,50,31,3,60,2,0,.318,.377,.532,.909,1.04
Ketel Marte,606466,2022,AZ,NL,137,492,68,118,200,42,2,12,52,55,3,101,5,1,.240,.321,.407,.728,0.88
Ketel Marte,606466,2023,AZ,NL,150,569,94,157,276,26,9,25,82,71,2,109,8,2,.276,.358,.485,.843,1.01
Geraldo Perdomo,672695,2021,AZ,NL,11,31,5,8,13,3,1,0,1,6,2,6,0,0,.258,.378,.419,.797,0.89
Geraldo Perdomo,672695,2022,AZ,NL,148,431,58,84,113,10,2,5,40,50,0,103,9,2,.195,.285,.262,.547,1.24
Geraldo Perdomo,672695,2023,AZ,NL,144,407,71,100,146,20,4,6,47,64,1,86,16,4,.246,.353,.359,.712,0.78
Jace Peterson,607054,2014,SD,NL,27,53,3,6,6,0,0,0,0,2,1,18,2,0,.113,.161,.113,.274,2.44
Jace Peterson,607054,2015,ATL,NL,152,528,55,126,177,23,5,6,52,56,4,120,12,10,.239,.314,.335,.649,1.10
Jace Peterson,607054,2016,ATL,NL,115,350,45,89,128,16,1,7,29,52,2,69,5,5,.254,.350,.366,.716,2.08
Jace Peterson,607054,2017,ATL,NL,89,186,15,40,59,9,2,2,17,27,3,48,3,0,.215,.318,.317,.635,1.91
Jace Peterson,607054,2018,2 teams,-,96,210,21,42,68,13,2,3,28,31,0,58,13,3,.200,.310,.324,.634,1.07
Jace Peterson,607054,2018,NYY,AL,3,10,0,3,3,0,0,0,0,1,0,3,0,1,.300,.364,.300,.664,3.00
Jace Peterson,607054,2018,BAL,AL,93,200,21,39,65,13,2,3,28,30,0,55,13,2,.195,.308,.325,.633,1.04
Jace Peterson,607054,2019,BAL,AL,29,100,14,22,33,3,1,2,11,6,0,24,4,1,.220,.269,.330,.599,0.90
Jace Peterson,607054,2020,MIL,NL,26,45,6,9,16,1,0,2,5,15,0,20,1,0,.200,.393,.356,.749,1.13
Jace Peterson,607054,2021,MIL,NL,94,259,36,64,95,11,1,6,31,38,0,68,10,1,.247,.348,.367,.715,0.95
Jace Peterson,607054,2022,MIL,NL,113,288,44,68,110,14,2,8,34,33,2,85,12,1,.236,.316,.382,.698,1.22
Jace Peterson,607054,2023,2 teams,-,134,374,35,79,115,10,4,6,37,47,2,101,15,2,.211,.304,.307,.611,0.91
Jace Peterson,607054,2023,OAK,AL,93,281,30,62,91,7,2,6,28,36,1,77,11,1,.221,.313,.324,.637,0.92
Jace Peterson,607054,2023,AZ,NL,41,93,5,17,24,3,2,0,9,11,1,24,4,1,.183,.276,.258,.534,0.89
Emmanuel Rivera,656896,2021,KC,AL,29,90,13,23,30,4,0,1,5,8,0,21,2,0,.256,.316,.333,.649,1.30
Emmanuel Rivera,656896,2022,2 teams,-,102,330,46,77,135,16,3,12,40,23,0,83,1,2,.233,.292,.409,.701,1.31
Emmanuel Rivera,656896,2022,KC,AL,63,198,24,47,79,8,3,6,22,11,0,46,0,0,.237,.284,.399,.683,1.19
Emmanuel Rivera,656896,2022,AZ,NL,39,132,22,30,56,8,0,6,18,12,0,37,1,2,.227,.304,.424,.728,1.54
Emmanuel Rivera,656896,2023,AZ,NL,86,257,32,67,92,13,0,4,29,22,0,56,1,0,.261,.314,.358,.672,0.86
Christian Walker,572233,2014,BAL,AL,6,18,1,3,7,1,0,1,1,1,0,9,0,0,.167,.211,.389,.600,1.00
Christian Walker,572233,2015,BAL,AL,7,9,0,1,1,0,0,0,0,3,0,4,0,0,.111,.333,.111,.444,3.00
Christian Walker,572233,2017,AZ,NL,11,12,2,3,10,1,0,2,2,1,0,5,0,0,.250,.400,.833,1.233,1.00
Christian Walker,572233,2018,AZ,NL,37,49,6,8,19,2,0,3,6,3,0,22,1,0,.163,.226,.388,.614,0.73
Christian Walker,572233,2019,AZ,NL,152,529,86,137,252,26,1,29,73,67,6,155,8,1,.259,.348,.476,.824,0.97
Christian Walker,572233,2020,AZ,NL,57,218,35,59,100,18,1,7,34,19,0,50,1,1,.271,.333,.459,.792,0.93
Christian Walker,572233,2021,AZ,NL,115,401,55,98,153,23,1,10,46,38,1,106,0,0,.244,.315,.382,.697,0.75
Christian Walker,572233,2022,AZ,NL,160,583,84,141,278,25,2,36,94,69,2,131,2,2,.242,.327,.477,.804,0.77
Christian Walker,572233,2023,AZ,NL,157,582,86,150,289,36,2,33,103,62,3,127,11,0,.258,.333,.497,.830,0.77
Corbin Carroll,682998,2022,AZ,NL,32,104,13,27,52,9,2,4,14,8,0,31,2,1,.260,.330,.500,.830,1.30
Corbin Carroll,682998,2023,AZ,NL,155,565,116,161,286,30,10,25,76,57,1,125,54,5,.285,.362,.506,.868,1.01
Dominic Fletcher,666150,2023,AZ,NL,28,93,10,28,41,5,1,2,14,7,1,22,0,2,.301,.350,.441,.791,1.14
Pavin Smith,656976,2020,AZ,NL,12,37,7,10,15,0,1,1,4,5,0,8,1,0,.270,.341,.405,.746,1.10
Pavin Smith,656976,2021,AZ,NL,145,498,68,133,201,27,4,11,49,42,1,106,1,0,.267,.328,.404,.732,0.98
Pavin Smith,656976,2022,AZ,NL,75,245,24,54,90,9,0,9,33,28,1,67,1,0,.220,.300,.367,.667,0.87
Pavin Smith,656976,2023,AZ,NL,69,191,26,36,62,5,0,7,30,35,0,45,1,1,.188,.317,.325,.642,0.80
Alek Thomas,677950,2022,AZ,NL,113,381,45,88,131,17,1,8,39,22,0,74,4,3,.231,.275,.344,.619,1.67
Alek Thomas,677950,2023,AZ,NL,125,374,51,86,140,17,5,9,39,19,1,86,9,1,.230,.273,.374,.647,1.59
Logan O,hoppe,2022,LAA,AL,5,14,1,4,4,0,0,0,2,2,0,3,0,0,.286,.375,.286,.661,0.40
Logan O,hoppe,2023,LAA,AL,51,182,23,43,91,6,0,14,29,14,0,48,0,1,.236,.296,.500,.796,0.80
Max Stassi,545358,2013,HOU,AL,3,7,0,2,2,0,0,0,1,0,0,2,0,0,.286,.375,.286,.661,2.00
Max Stassi,545358,2014,HOU,AL,7,20,2,7,9,2,0,0,4,0,0,6,0,0,.350,.350,.450,.800,0.75
Max Stassi,545358,2015,HOU,AL,11,15,4,6,9,0,0,1,2,1,0,5,0,0,.400,.438,.600,1.038,1.50
Max Stassi,545358,2016,HOU,AL,9,13,1,1,1,0,0,0,0,0,0,5,0,0,.077,.077,.077,.154,2.50
Max Stassi,545358,2017,HOU,AL,14,24,5,4,11,1,0,2,4,6,0,4,0,0,.167,.323,.458,.781,0.70
Max Stassi,545358,2018,HOU,AL,88,221,28,50,87,13,0,8,27,23,0,74,0,0,.226,.316,.394,.710,1.62
Max Stassi,545358,2019,2 teams,-,51,132,7,18,22,1,0,1,5,12,0,49,0,0,.136,.211,.167,.378,1.03
Max Stassi,545358,2019,HOU,AL,31,90,4,15,19,1,0,1,3,7,0,34,0,0,.167,.235,.211,.446,1.16
Max Stassi,545358,2019,LAA,AL,20,42,3,3,3,0,0,0,2,5,0,15,0,0,.071,.163,.071,.234,0.86
Max Stassi,545358,2020,LAA,AL,31,90,12,25,48,2,0,7,20,11,0,21,0,0,.278,.352,.533,.885,1.04
Max Stassi,545358,2021,LAA,AL,87,282,45,68,120,11,1,13,35,28,0,101,0,0,.241,.326,.426,.752,1.33
Max Stassi,545358,2022,LAA,AL,102,333,32,60,101,12,1,9,30,38,0,112,0,0,.180,.267,.303,.570,1.23
Matt Thaiss,642136,2019,LAA,AL,53,147,17,31,62,7,0,8,23,17,0,52,0,0,.211,.293,.422,.715,0.94
Matt Thaiss,642136,2020,LAA,AL,8,21,3,3,6,0,0,1,1,4,0,8,0,0,.143,.280,.286,.566,1.00
Matt Thaiss,642136,2021,LAA,AL,3,7,1,1,1,0,0,0,0,1,0,1,0,0,.143,.250,.143,.393,0.67
Matt Thaiss,642136,2022,LAA,AL,29,69,9,15,22,1,0,2,8,11,1,24,1,0,.217,.321,.319,.640,1.82
Matt Thaiss,642136,2023,LAA,AL,95,262,32,56,89,6,0,9,31,36,1,83,2,0,.214,.319,.340,.659,0.97
Trey Cabbage,663550,2023,LAA,AL,22,53,5,11,17,3,0,1,7,2,0,26,1,1,.208,.232,.321,.553,1.83
Brandon Drury,592273,2015,AZ,NL,20,56,3,12,21,3,0,2,8,2,0,8,0,0,.214,.254,.375,.629,2.00
Brandon Drury,592273,2016,AZ,NL,134,461,59,130,211,31,1,16,53,31,2,100,1,1,.282,.329,.458,.787,1.40
Brandon Drury,592273,2017,AZ,NL,135,445,41,119,199,37,2,13,63,28,1,103,1,1,.267,.317,.447,.764,1.37
Brandon Drury,592273,2018,2 teams,-,26,77,5,13,20,4,0,1,10,7,0,20,0,0,.169,.256,.260,.516,1.00
Brandon Drury,592273,2018,NYY,AL,18,51,2,9,14,2,0,1,7,5,0,12,0,0,.176,.263,.275,.538,1.00
Brandon Drury,592273,2018,TOR,AL,8,26,3,4,6,2,0,0,3,2,0,8,0,0,.154,.241,.231,.472,1.00
Brandon Drury,592273,2019,TOR,AL,120,418,43,91,159,21,1,15,41,25,0,113,0,1,.218,.262,.380,.642,1.07
Brandon Drury,592273,2020,TOR,AL,21,46,3,7,8,1,0,0,1,2,0,9,0,0,.152,.184,.174,.358,0.55
Brandon Drury,592273,2021,NYM,NL,51,84,7,23,40,5,0,4,14,3,0,22,0,0,.274,.307,.476,.783,1.60
Brandon Drury,592273,2022,2 teams,-,138,518,87,136,255,31,2,28,87,38,0,126,2,3,.263,.320,.492,.812,0.91
Brandon Drury,592273,2022,CIN,NL,92,350,62,96,182,22,2,20,59,29,0,84,2,2,.274,.335,.520,.855,1.02
Brandon Drury,592273,2022,SD,NL,46,168,25,40,73,9,0,8,28,9,0,42,0,1,.238,.290,.435,.725,0.73
Brandon Drury,592273,2023,LAA,AL,125,485,61,127,241,30,3,26,83,25,0,136,0,2,.262,.306,.497,.803,0.94
David Fletcher,664058,2018,LAA,AL,80,284,35,78,103,18,2,1,25,15,0,34,3,0,.275,.316,.363,.679,0.81
David Fletcher,664058,2019,LAA,AL,154,596,83,173,229,30,4,6,49,55,2,64,8,3,.290,.350,.384,.734,0.98
David Fletcher,664058,2020,LAA,AL,49,207,31,66,88,13,0,3,18,20,0,25,2,1,.319,.376,.425,.801,1.53
David Fletcher,664058,2021,LAA,AL,157,626,74,164,203,27,3,2,47,31,1,60,15,3,.262,.297,.324,.621,1.05
David Fletcher,664058,2022,LAA,AL,61,216,20,55,72,9,1,2,17,7,0,16,1,0,.255,.288,.333,.621,0.71
David Fletcher,664058,2023,LAA,AL,33,89,7,22,29,1,0,2,12,7,1,9,0,0,.247,.302,.326,.628,1.27
Zach Neto,687263,2023,LAA,AL,84,289,38,65,109,17,0,9,34,20,0,77,5,1,.225,.308,.377,.685,0.78
Kyren Paris,677347,2023,LAA,AL,15,40,4,4,4,0,0,0,1,4,0,17,3,0,.100,.200,.100,.300,1.50
Luis Rengifo,650859,2019,LAA,AL,108,357,44,85,130,18,3,7,33,40,0,93,2,5,.238,.321,.364,.685,1.15
Luis Rengifo,650859,2020,LAA,AL,33,90,12,14,18,1,0,1,3,14,0,26,3,1,.156,.269,.200,.469,1.74
Luis Rengifo,650859,2021,LAA,AL,54,174,22,35,54,1,0,6,18,9,0,38,1,0,.201,.246,.310,.556,1.36
Luis Rengifo,650859,2022,LAA,AL,127,489,45,129,210,22,4,17,52,17,0,79,6,2,.264,.294,.429,.723,1.10
Luis Rengifo,650859,2023,LAA,AL,126,394,55,104,175,15,4,16,51,41,0,82,6,4,.264,.339,.444,.783,1.02
Nolan Schanuel,694384,2023,LAA,AL,29,109,19,30,36,3,0,1,6,20,1,19,0,0,.275,.402,.330,.732,1.31
Livan Soto,670869,2022,LAA,AL,18,55,9,22,32,5,1,1,9,2,0,13,1,1,.400,.414,.582,.996,0.83
Livan Soto,670869,2023,LAA,AL,4,9,2,2,2,0,0,0,0,3,0,2,0,0,.222,.417,.222,.639,0.25
Michael Stefanic,683021,2022,LAA,AL,25,61,5,12,14,2,0,0,0,5,0,12,0,0,.197,.279,.230,.509,1.38
Michael Stefanic,683021,2023,LAA,AL,25,62,5,18,22,2,1,0,6,8,0,8,0,1,.290,.380,.355,.735,0.80
Jordyn Adams,677941,2023,LAA,AL,17,39,1,5,5,0,0,0,1,0,0,16,1,2,.128,.125,.128,.253,0.90
Jo Adell,666176,2020,LAA,AL,38,124,9,20,33,4,0,3,7,7,0,55,0,1,.161,.212,.266,.478,0.75
Jo Adell,666176,2021,LAA,AL,35,130,17,32,53,5,2,4,26,8,0,32,2,1,.246,.295,.408,.703,1.03
Jo Adell,666176,2022,LAA,AL,88,268,22,60,100,12,2,8,27,11,0,107,4,2,.224,.264,.373,.637,0.85
Jo Adell,666176,2023,LAA,AL,17,58,7,12,26,3,1,3,6,4,0,25,1,0,.207,.258,.448,.706,1.10
Mickey Moniak,666160,2020,PHI,NL,8,14,3,3,3,0,0,0,0,4,0,6,0,0,.214,.389,.214,.603,4.00
Mickey Moniak,666160,2021,PHI,NL,21,33,3,3,6,0,0,1,3,3,1,16,0,0,.091,.167,.182,.349,2.00
Mickey Moniak,666160,2022,2 teams,-,37,106,13,18,32,3,1,3,8,4,0,44,1,0,.170,.207,.302,.509,0.67
Mickey Moniak,666160,2022,PHI,NL,18,46,4,6,7,1,0,0,2,3,0,19,0,0,.130,.184,.152,.336,1.20
Mickey Moniak,666160,2022,LAA,AL,19,60,9,12,25,2,1,3,6,1,0,25,1,0,.200,.226,.417,.643,0.35
Mickey Moniak,666160,2023,LAA,AL,85,311,35,87,154,21,2,14,45,9,1,113,6,3,.280,.307,.495,.802,0.63
Mike Trout,545361,2011,LAA,AL,40,123,20,27,48,6,0,5,16,9,0,30,4,0,.220,.281,.390,.671,0.68
Mike Trout,545361,2012,LAA,AL,139,559,129,182,315,27,8,30,83,67,4,139,49,5,.326,.399,.564,.963,1.19
Mike Trout,545361,2013,LAA,AL,157,589,109,190,328,39,9,27,97,110,10,136,33,7,.323,.432,.557,.989,0.83
Mike Trout,545361,2014,LAA,AL,157,602,115,173,338,39,9,36,111,83,6,184,16,2,.287,.377,.561,.938,0.58
Mike Trout,545361,2015,LAA,AL,159,575,104,172,339,32,6,41,90,92,14,158,11,7,.299,.402,.590,.992,0.81
Mike Trout,545361,2016,LAA,AL,159,549,123,173,302,32,5,29,100,116,12,137,30,7,.315,.441,.550,.991,0.98
Mike Trout,545361,2017,LAA,AL,114,402,92,123,253,25,3,33,72,94,15,90,22,4,.306,.442,.629,1.071,0.72
Mike Trout,545361,2018,LAA,AL,140,471,101,147,296,24,4,39,79,122,25,124,24,2,.312,.460,.628,1.088,0.58
Mike Trout,545361,2019,LAA,AL,134,470,110,137,303,27,2,45,104,110,14,120,11,2,.291,.438,.645,1.083,0.48
Mike Trout,545361,2020,LAA,AL,53,199,41,56,120,9,2,17,46,35,4,56,1,1,.281,.390,.603,.993,0.44
Mike Trout,545361,2021,LAA,AL,36,117,23,39,73,8,1,8,18,27,5,41,2,0,.333,.466,.624,1.090,1.18
Mike Trout,545361,2022,LAA,AL,119,438,85,124,276,28,2,40,80,54,8,139,1,0,.283,.369,.630,.999,0.43
Mike Trout,545361,2023,LAA,AL,82,308,54,81,151,14,1,18,44,45,2,104,2,0,.263,.367,.490,.857,0.62
Taylor Ward,621493,2018,LAA,AL,40,135,14,24,45,3,0,6,15,9,0,45,2,0,.178,.245,.333,.578,0.74
Taylor Ward,621493,2019,LAA,AL,20,42,4,8,14,3,0,1,2,6,0,23,0,0,.190,.292,.333,.625,1.20
Taylor Ward,621493,2020,LAA,AL,34,94,16,26,36,6,2,0,5,8,0,28,2,0,.277,.333,.383,.716,1.22
Taylor Ward,621493,2021,LAA,AL,65,208,33,52,91,15,0,8,33,20,0,55,1,1,.250,.332,.438,.770,0.70
Taylor Ward,621493,2022,LAA,AL,135,495,73,139,234,22,2,23,65,60,0,120,5,3,.281,.360,.473,.833,0.64
Taylor Ward,621493,2023,LAA,AL,97,356,60,90,150,18,0,14,47,39,0,80,4,2,.253,.335,.421,.756,0.88
Elias Diaz,553869,2015,PIT,NL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0.00
Elias Diaz,553869,2016,PIT,NL,1,4,0,0,0,0,0,0,1,0,0,1,0,0,.000,.000,.000,.000,0.50
Elias Diaz,553869,2017,PIT,NL,64,188,18,42,59,14,0,1,19,11,0,38,1,0,.223,.265,.314,.579,1.53
Elias Diaz,553869,2018,PIT,NL,82,252,33,72,114,12,0,10,34,21,1,40,0,1,.286,.339,.452,.791,0.99
Elias Diaz,553869,2019,PIT,NL,101,303,31,73,93,14,0,2,28,23,0,56,0,0,.241,.296,.307,.603,1.05
Elias Diaz,553869,2020,COL,NL,26,68,4,16,24,2,0,2,9,5,0,15,0,0,.235,.288,.353,.641,0.95
Elias Diaz,553869,2021,COL,NL,106,338,52,83,157,18,1,18,44,30,1,60,0,0,.246,.310,.464,.774,0.92
Elias Diaz,553869,2022,COL,NL,105,351,29,80,129,18,2,9,51,25,0,82,0,1,.228,.281,.368,.649,1.11
Elias Diaz,553869,2023,COL,NL,141,486,48,130,199,25,1,14,72,34,0,118,1,0,.267,.316,.409,.725,1.00
Brian Serven,661531,2022,COL,NL,62,187,19,38,62,4,1,6,16,13,0,44,0,0,.203,.261,.332,.593,1.20
Brian Serven,661531,2023,COL,NL,11,23,0,3,4,1,0,0,1,0,0,10,0,0,.130,.130,.174,.304,0.43
Hunter Goodman,696100,2023,COL,NL,23,70,6,14,27,4,3,1,17,5,0,24,1,0,.200,.247,.386,.633,1.13
Ryan Mcmahon,641857,2017,COL,NL,17,19,2,3,4,1,0,0,1,5,0,5,0,0,.158,.333,.211,.544,10.00
Ryan Mcmahon,641857,2018,COL,NL,91,181,17,42,68,9,1,5,19,18,2,64,1,0,.232,.307,.376,.683,1.38
Ryan Mcmahon,641857,2019,COL,NL,141,480,70,120,216,22,1,24,83,56,1,160,5,1,.250,.329,.450,.779,1.62
Ryan Mcmahon,641857,2020,COL,NL,52,172,23,37,72,6,1,9,26,18,0,66,0,1,.215,.295,.419,.714,1.69
Ryan Mcmahon,641857,2021,COL,NL,151,528,80,134,237,32,1,23,86,59,2,147,6,2,.254,.331,.449,.780,0.84
Ryan Mcmahon,641857,2022,COL,NL,153,529,67,130,219,23,3,20,67,60,0,158,7,3,.246,.327,.414,.741,1.10
Ryan Mcmahon,641857,2023,COL,NL,152,555,80,133,239,31,3,23,70,68,2,198,5,5,.240,.322,.431,.753,1.20
Elehuris Montero,660707,2022,COL,NL,53,176,21,41,76,15,1,6,20,8,0,60,0,0,.233,.270,.432,.702,0.79
Elehuris Montero,660707,2023,COL,NL,85,284,40,69,121,15,2,11,39,15,0,111,0,0,.243,.290,.426,.716,0.98
Brendan Rodgers,663898,2019,COL,NL,25,76,8,17,19,2,0,0,7,4,0,27,0,0,.224,.272,.250,.522,1.00
Brendan Rodgers,663898,2020,COL,NL,7,21,1,2,3,1,0,0,2,0,0,6,0,0,.095,.095,.143,.238,2.25
Brendan Rodgers,663898,2021,COL,NL,102,387,49,110,182,21,3,15,51,19,0,84,0,0,.284,.328,.470,.798,1.44
